instrument,base,rate,volume,value,date
TSLA,USD,609,2,1218,2021-06-14 12:25:50.997104
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.000112
TSLA,USD,609,2,1218,2021-06-14 12:25:51.004100
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.006101
TSLA,USD,609,2,1218,2021-06-14 12:25:51.009100
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.012107
TSLA,USD,609,2,1218,2021-06-14 12:25:51.016097
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.019097
TSLA,USD,609,2,1218,2021-06-14 12:25:51.022096
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.025093
TSLA,USD,609,2,1218,2021-06-14 12:25:51.027093
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.030105
TSLA,USD,609,2,1218,2021-06-14 12:25:51.033104
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.035104
TSLA,USD,609,2,1218,2021-06-14 12:25:51.038103
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.041101
TSLA,USD,609,2,1218,2021-06-14 12:25:51.044101
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.046100
TSLA,USD,609,2,1218,2021-06-14 12:25:51.049085
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.052090
TSLA,USD,609,2,1218,2021-06-14 12:25:51.054097
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.057298
TSLA,USD,609,2,1218,2021-06-14 12:25:51.059314
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.062314
TSLA,USD,609,2,1218,2021-06-14 12:25:51.064312
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.067301
TSLA,USD,609,2,1218,2021-06-14 12:25:51.071487
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.073990
TSLA,USD,609,2,1218,2021-06-14 12:25:51.077759
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.079775
TSLA,USD,609,2,1218,2021-06-14 12:25:51.083076
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.086094
TSLA,USD,609,2,1218,2021-06-14 12:25:51.089088
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.091087
TSLA,USD,609,2,1218,2021-06-14 12:25:51.095075
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.098098
TSLA,USD,609,2,1218,2021-06-14 12:25:51.100630
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.103642
TSLA,USD,609,2,1218,2021-06-14 12:25:51.106988
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.109885
TSLA,USD,609,2,1218,2021-06-14 12:25:51.111900
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.115885
TSLA,USD,609,2,1218,2021-06-14 12:25:51.119223
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.121239
TSLA,USD,609,2,1218,2021-06-14 12:25:51.124694
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.127116
TSLA,USD,609,2,1218,2021-06-14 12:25:51.129129
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.132114
TSLA,USD,609,2,1218,2021-06-14 12:25:51.136113
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.138127
TSLA,USD,609,2,1218,2021-06-14 12:25:51.141125
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.144124
TSLA,USD,609,2,1218,2021-06-14 12:25:51.146123
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.149122
TSLA,USD,609,2,1218,2021-06-14 12:25:51.152108
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.155120
TSLA,USD,609,2,1218,2021-06-14 12:25:51.158120
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.161122
TSLA,USD,609,2,1218,2021-06-14 12:25:51.164104
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.167122
TSLA,USD,609,2,1218,2021-06-14 12:25:51.170102
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.172103
TSLA,USD,609,2,1218,2021-06-14 12:25:51.175114
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.178113
TSLA,USD,609,2,1218,2021-06-14 12:25:51.181099
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.183112
TSLA,USD,609,2,1218,2021-06-14 12:25:51.186111
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.188110
TSLA,USD,609,2,1218,2021-06-14 12:25:51.191109
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.193108
TSLA,USD,609,2,1218,2021-06-14 12:25:51.196749
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.198765
TSLA,USD,609,2,1218,2021-06-14 12:25:51.201713
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.203725
TSLA,USD,609,2,1218,2021-06-14 12:25:51.206724
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.208710
TSLA,USD,609,2,1218,2021-06-14 12:25:51.211709
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.214709
TSLA,USD,609,2,1218,2021-06-14 12:25:51.216721
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.219754
TSLA,USD,609,2,1218,2021-06-14 12:25:51.222185
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.224186
TSLA,USD,609,2,1218,2021-06-14 12:25:51.228197
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.230197
TSLA,USD,609,2,1218,2021-06-14 12:25:51.233281
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.235766
TSLA,USD,609,2,1218,2021-06-14 12:25:51.237781
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.240780
TSLA,USD,609,2,1218,2021-06-14 12:25:51.243765
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.246104
TSLA,USD,609,2,1218,2021-06-14 12:25:51.248737
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.251102
TSLA,USD,609,2,1218,2021-06-14 12:25:51.253747
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.255762
TSLA,USD,609,2,1218,2021-06-14 12:25:51.259272
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.261287
TSLA,USD,609,2,1218,2021-06-14 12:25:51.264246
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.266803
TSLA,USD,609,2,1218,2021-06-14 12:25:51.269228
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.271227
TSLA,USD,609,2,1218,2021-06-14 12:25:51.275227
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.277239
TSLA,USD,609,2,1218,2021-06-14 12:25:51.280223
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.283062
TSLA,USD,609,2,1218,2021-06-14 12:25:51.285078
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.288076
TSLA,USD,609,2,1218,2021-06-14 12:25:51.291075
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.293646
TSLA,USD,609,2,1218,2021-06-14 12:25:51.296353
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.298372
TSLA,USD,609,2,1218,2021-06-14 12:25:51.301380
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.303397
TSLA,USD,609,2,1218,2021-06-14 12:25:51.306395
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.309616
TSLA,USD,609,2,1218,2021-06-14 12:25:51.312070
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.314649
TSLA,USD,609,2,1218,2021-06-14 12:25:51.317079
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.320083
TSLA,USD,609,2,1218,2021-06-14 12:25:51.322086
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.325089
TSLA,USD,609,2,1218,2021-06-14 12:25:51.328089
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.330088
TSLA,USD,609,2,1218,2021-06-14 12:25:51.333087
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.336091
TSLA,USD,609,2,1218,2021-06-14 12:25:51.339598
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.342045
TSLA,USD,609,2,1218,2021-06-14 12:25:51.344950
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.346966
TSLA,USD,609,2,1218,2021-06-14 12:25:51.350048
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.353060
TSLA,USD,609,2,1218,2021-06-14 12:25:51.355975
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.357988
TSLA,USD,609,2,1218,2021-06-14 12:25:51.360973
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.363759
TSLA,USD,609,2,1218,2021-06-14 12:25:51.365775
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.369345
TSLA,USD,609,2,1218,2021-06-14 12:25:51.371361
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.374308
TSLA,USD,609,2,1218,2021-06-14 12:25:51.376322
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.379306
TSLA,USD,609,2,1218,2021-06-14 12:25:51.381320
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.384305
TSLA,USD,609,2,1218,2021-06-14 12:25:51.387316
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.389303
TSLA,USD,609,2,1218,2021-06-14 12:25:51.392315
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.395303
TSLA,USD,609,2,1218,2021-06-14 12:25:51.397316
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.400315
TSLA,USD,609,2,1218,2021-06-14 12:25:51.402314
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.405313
TSLA,USD,609,2,1218,2021-06-14 12:25:51.407312
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.410311
TSLA,USD,609,2,1218,2021-06-14 12:25:51.413296
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.416310
TSLA,USD,609,2,1218,2021-06-14 12:25:51.419294
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.422338
TSLA,USD,609,2,1218,2021-06-14 12:25:51.424319
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.427331
TSLA,USD,609,2,1218,2021-06-14 12:25:51.430315
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.433941
TSLA,USD,609,2,1218,2021-06-14 12:25:51.435962
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.438956
TSLA,USD,609,2,1218,2021-06-14 12:25:51.441872
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.444267
TSLA,USD,609,2,1218,2021-06-14 12:25:51.447303
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.450265
TSLA,USD,609,2,1218,2021-06-14 12:25:51.452278
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.455263
TSLA,USD,609,2,1218,2021-06-14 12:25:51.457276
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.460276
TSLA,USD,609,2,1218,2021-06-14 12:25:51.462261
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.465571
TSLA,USD,609,2,1218,2021-06-14 12:25:51.468007
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.470019
TSLA,USD,609,2,1218,2021-06-14 12:25:51.473019
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.475018
TSLA,USD,609,2,1218,2021-06-14 12:25:51.478022
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.481021
TSLA,USD,609,2,1218,2021-06-14 12:25:51.484015
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.487019
TSLA,USD,609,2,1218,2021-06-14 12:25:51.489013
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.492013
TSLA,USD,609,2,1218,2021-06-14 12:25:51.495007
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.498011
TSLA,USD,609,2,1218,2021-06-14 12:25:51.500010
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.503009
TSLA,USD,609,2,1218,2021-06-14 12:25:51.505999
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.508007
TSLA,USD,609,2,1218,2021-06-14 12:25:51.511002
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.514001
TSLA,USD,609,2,1218,2021-06-14 12:25:51.516001
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.519003
TSLA,USD,609,2,1218,2021-06-14 12:25:51.521003
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.523990
TSLA,USD,609,2,1218,2021-06-14 12:25:51.527002
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.529654
TSLA,USD,609,2,1218,2021-06-14 12:25:51.531668
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.534595
TSLA,USD,609,2,1218,2021-06-14 12:25:51.536608
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.539607
TSLA,USD,609,2,1218,2021-06-14 12:25:51.542783
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.544799
TSLA,USD,609,2,1218,2021-06-14 12:25:51.547821
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.549834
TSLA,USD,609,2,1218,2021-06-14 12:25:51.552833
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.554819
TSLA,USD,609,2,1218,2021-06-14 12:25:51.557818
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.560982
TSLA,USD,609,2,1218,2021-06-14 12:25:51.562997
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.565929
TSLA,USD,609,2,1218,2021-06-14 12:25:51.567942
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.570941
TSLA,USD,609,2,1218,2021-06-14 12:25:51.574089
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.576487
TSLA,USD,609,2,1218,2021-06-14 12:25:51.579160
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.581176
TSLA,USD,609,2,1218,2021-06-14 12:25:51.584179
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.586195
TSLA,USD,609,2,1218,2021-06-14 12:25:51.589277
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.591276
TSLA,USD,609,2,1218,2021-06-14 12:25:51.594289
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.596288
TSLA,USD,609,2,1218,2021-06-14 12:25:51.599648
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.601663
TSLA,USD,609,2,1218,2021-06-14 12:25:51.604988
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.607772
TSLA,USD,609,2,1218,2021-06-14 12:25:51.609788
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.612842
TSLA,USD,609,2,1218,2021-06-14 12:25:51.614857
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.617842
TSLA,USD,609,2,1218,2021-06-14 12:25:51.621150
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.623537
TSLA,USD,609,2,1218,2021-06-14 12:25:51.626226
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.628241
TSLA,USD,609,2,1218,2021-06-14 12:25:51.631127
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.634139
TSLA,USD,609,2,1218,2021-06-14 12:25:51.636831
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.638847
TSLA,USD,609,2,1218,2021-06-14 12:25:51.641837
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.643850
TSLA,USD,609,2,1218,2021-06-14 12:25:51.646837
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.648848
TSLA,USD,609,2,1218,2021-06-14 12:25:51.651848
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.654834
TSLA,USD,609,2,1218,2021-06-14 12:25:51.657296
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.659312
TSLA,USD,609,2,1218,2021-06-14 12:25:51.662256
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.665404
TSLA,USD,609,2,1218,2021-06-14 12:25:51.667419
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.670638
TSLA,USD,609,2,1218,2021-06-14 12:25:51.673083
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.675096
TSLA,USD,609,2,1218,2021-06-14 12:25:51.678094
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.681081
TSLA,USD,609,2,1218,2021-06-14 12:25:51.684079
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.686092
TSLA,USD,609,2,1218,2021-06-14 12:25:51.689078
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.691090
TSLA,USD,609,2,1218,2021-06-14 12:25:51.694076
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.697075
TSLA,USD,609,2,1218,2021-06-14 12:25:51.700097
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.702087
TSLA,USD,609,2,1218,2021-06-14 12:25:51.705099
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.707085
TSLA,USD,609,2,1218,2021-06-14 12:25:51.710084
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.712083
TSLA,USD,609,2,1218,2021-06-14 12:25:51.715083
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.718091
TSLA,USD,609,2,1218,2021-06-14 12:25:51.720081
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.723081
TSLA,USD,609,2,1218,2021-06-14 12:25:51.725080
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.728079
TSLA,USD,609,2,1218,2021-06-14 12:25:51.731430
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.733830
TSLA,USD,609,2,1218,2021-06-14 12:25:51.735843
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.738842
TSLA,USD,609,2,1218,2021-06-14 12:25:51.740841
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.744841
TSLA,USD,609,2,1218,2021-06-14 12:25:51.746840
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.749839
TSLA,USD,609,2,1218,2021-06-14 12:25:51.752826
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.755464
TSLA,USD,609,2,1218,2021-06-14 12:25:51.758465
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.760478
TSLA,USD,609,2,1218,2021-06-14 12:25:51.763538
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.765551
TSLA,USD,609,2,1218,2021-06-14 12:25:51.768536
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.770550
TSLA,USD,609,2,1218,2021-06-14 12:25:51.773549
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.776548
TSLA,USD,609,2,1218,2021-06-14 12:25:51.779564
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.781944
TSLA,USD,609,2,1218,2021-06-14 12:25:51.783956
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.786956
TSLA,USD,609,2,1218,2021-06-14 12:25:51.789955
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.792943
TSLA,USD,609,2,1218,2021-06-14 12:25:51.795462
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.797478
TSLA,USD,609,2,1218,2021-06-14 12:25:51.800494
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.802506
TSLA,USD,609,2,1218,2021-06-14 12:25:51.805516
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.808693
TSLA,USD,609,2,1218,2021-06-14 12:25:51.810705
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.813705
TSLA,USD,609,2,1218,2021-06-14 12:25:51.816570
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.818585
TSLA,USD,609,2,1218,2021-06-14 12:25:51.821584
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.824584
TSLA,USD,609,2,1218,2021-06-14 12:25:51.827572
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.829588
TSLA,USD,609,2,1218,2021-06-14 12:25:51.832649
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.834662
TSLA,USD,609,2,1218,2021-06-14 12:25:51.838647
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.841376
TSLA,USD,609,2,1218,2021-06-14 12:25:51.843392
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.846679
TSLA,USD,609,2,1218,2021-06-14 12:25:51.849585
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.852618
TSLA,USD,609,2,1218,2021-06-14 12:25:51.854586
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.857798
TSLA,USD,609,2,1218,2021-06-14 12:25:51.860251
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.862263
TSLA,USD,609,2,1218,2021-06-14 12:25:51.865248
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.868431
TSLA,USD,609,2,1218,2021-06-14 12:25:51.870447
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.873501
TSLA,USD,609,2,1218,2021-06-14 12:25:51.876260
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.878276
TSLA,USD,609,2,1218,2021-06-14 12:25:51.881389
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.884404
TSLA,USD,609,2,1218,2021-06-14 12:25:51.887158
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.889170
TSLA,USD,609,2,1218,2021-06-14 12:25:51.892170
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.895171
TSLA,USD,609,2,1218,2021-06-14 12:25:51.897187
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.900186
TSLA,USD,609,2,1218,2021-06-14 12:25:51.903173
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.905538
TSLA,USD,609,2,1218,2021-06-14 12:25:51.908243
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.910258
TSLA,USD,609,2,1218,2021-06-14 12:25:51.913218
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.916231
TSLA,USD,609,2,1218,2021-06-14 12:25:51.918230
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.921229
TSLA,USD,609,2,1218,2021-06-14 12:25:51.924228
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.926808
TSLA,USD,609,2,1218,2021-06-14 12:25:51.928823
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.932374
TSLA,USD,609,2,1218,2021-06-14 12:25:51.934389
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.937388
TSLA,USD,609,2,1218,2021-06-14 12:25:51.939387
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.942387
TSLA,USD,609,2,1218,2021-06-14 12:25:51.945388
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.948385
TSLA,USD,609,2,1218,2021-06-14 12:25:51.951041
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.953056
TSLA,USD,609,2,1218,2021-06-14 12:25:51.956153
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.958168
TSLA,USD,609,2,1218,2021-06-14 12:25:51.961167
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.963878
TSLA,USD,609,2,1218,2021-06-14 12:25:51.966302
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.968949
TSLA,USD,609,2,1218,2021-06-14 12:25:51.970964
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.974019
TSLA,USD,609,2,1218,2021-06-14 12:25:51.976033
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.979536
TSLA,USD,609,2,1218,2021-06-14 12:25:51.981549
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.984548
TSLA,USD,609,2,1218,2021-06-14 12:25:51.987557
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.989546
TSLA,USD,609,2,1218,2021-06-14 12:25:51.992532
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:51.995533
TSLA,USD,609,2,1218,2021-06-14 12:25:51.997544
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:52.000542
TSLA,USD,609,2,1218,2021-06-14 12:25:52.002542
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:52.005746
TSLA,USD,609,2,1218,2021-06-14 12:25:52.008747
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:52.010761
TSLA,USD,609,2,1218,2021-06-14 12:25:52.013702
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:52.016394
TSLA,USD,609,2,1218,2021-06-14 12:25:52.018825
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:52.020837
TSLA,USD,609,2,1218,2021-06-14 12:25:52.024134
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:52.026660
TSLA,USD,609,2,1218,2021-06-14 12:25:52.028676
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:52.031600
TSLA,USD,609,2,1218,2021-06-14 12:25:52.034262
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:52.036625
TSLA,USD,609,2,1218,2021-06-14 12:25:52.038637
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:52.042623
TSLA,USD,609,2,1218,2021-06-14 12:25:52.045107
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:52.047123
TSLA,USD,609,2,1218,2021-06-14 12:25:52.050055
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:52.052067
TSLA,USD,609,2,1218,2021-06-14 12:25:52.055067
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:52.058338
TSLA,USD,609,2,1218,2021-06-14 12:25:52.060783
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:52.062796
TSLA,USD,609,2,1218,2021-06-14 12:25:52.065795
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:52.067795
TSLA,USD,609,2,1218,2021-06-14 12:25:52.070804
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:52.073793
TSLA,USD,609,2,1218,2021-06-14 12:25:52.076792
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:52.078791
TSLA,USD,609,2,1218,2021-06-14 12:25:52.081790
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:52.083777
TSLA,USD,609,2,1218,2021-06-14 12:25:52.086790
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:52.089784
TSLA,USD,609,2,1218,2021-06-14 12:25:52.092597
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:52.094613
TSLA,USD,609,2,1218,2021-06-14 12:25:52.097626
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:52.099641
TSLA,USD,609,2,1218,2021-06-14 12:25:52.102628
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:52.106003
TSLA,USD,609,2,1218,2021-06-14 12:25:52.108463
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:52.111159
TSLA,USD,609,2,1218,2021-06-14 12:25:52.113175
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:52.116140
TSLA,USD,609,2,1218,2021-06-14 12:25:52.119153
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:52.122097
TSLA,USD,609,2,1218,2021-06-14 12:25:52.124113
AAPL,USD,993.232,4,3972.928,2021-06-14 12:25:52.127089
TSLA,USD,609,2,1218,2021-06-14 12:25:52.129803
